id,username,name,sex,mail,F_0,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20,F_21,F_22,F_23,F_24,F_25,F_26,F_27,F_28,F_29,F_30,F_31,F_32,F_33,F_34,F_35,F_36,F_37,F_38,F_39,Age Group
12,shannonjohnson,,M,cynthia79@hotmail.com,25.832886942924198,1.1689858503884656,15.392853173901718,,3.292235657321457,30.64931393103705,23.49728908393771,0.222420844158136,21.999506243581727,0.8434770805668959,20.039043701701566,15.127208387789569,19.69313436809135,22.153105570375438,3.518125546889948,,14.974231665558946,24.071620575038686,21.43838240475271,23.438651252078486,11.002723670805615,23.75843615189046,23.96495384637605,,22.51532149950597,13.786598519859313,8.582587352214048,12.462125134156615,5.393284270108622,27.255536762201167,11.20063832869519,26.851807133762804,4.51991268017623,19.943002049368886,23.54175982903738,18.0165301818869,22.082913282084064,0.5063203822655833,8.901797652012007,20.16231433242672,senior
13,justinmoore,Eric Downs,,nbanks@gmail.com,25.238727604127874,0.9000753606068739,17.732214300685452,23.57767706358843,4.981608202573411,30.586786041094484,,0.5038175073209394,23.346020999942084,0.5745665907853041,19.399139065711744,,18.011885803041643,18.06314282087317,3.0843956986483025,,13.64946134260413,22.80786442037677,17.62647223984445,25.64422872202744,9.196375710792239,24.587159243308005,24.61551092326862,0.8293153729164644,27.969003021576903,13.092068782266967,9.584958564495393,10.156656457315577,4.713066593138856,25.99178060753925,12.203009540976534,23.039896968854546,3.9667581480620093,19.606767899219733,,11.537799473458021,18.27100311717581,-3.7533591529363934,8.9165376484828,,adult
14,,Stacy Hatfield,F,johnramos@hotmail.com,20.722498022942947,-0.8705240562944785,10.019660014741067,21.73395461823677,7.684351705374489,34.97978357010469,30.728762694623,-0.03146501510612143,20.56181862812767,-1.1960328261160482,19.16744920732109,14.799162843494358,,19.965486943897744,1.3012856116678453,27.296210911090007,,20.5790727386626,12.650959010170837,28.318503453198602,13.924935466227728,26.047277623125815,23.328740552056097,0.04074920170394125,22.93034742385796,16.295441953853604,3.048057098332114,12.404280972708948,7.829988200164591,23.76298892582508,5.6661080748132555,,3.4772227069225616,18.29912705926336,25.157589675400963,17.90855879567295,13.295489887502196,-0.7199945896897287,7.60323208382261,27.39378794311201,child
16,tinadaniels,Samuel Smith,M,slee@hotmail.com,,1.8791746197378432,9.198208914667903,29.765651393178228,6.561053539329934,28.95098202814084,32.254475122564806,0.4154515489145658,,1.5536658499162734,19.59317983048979,15.487074678561111,16.5495168013313,18.881179799972873,-1.7126920025433923,21.359043862216335,19.83743567219393,24.108048651347286,5.88368266903557,27.0621865725215,9.74029809629509,25.46219063534527,17.317246062699613,,25.008010066859207,12.497445445312053,6.268091059988121,12.038838649753608,5.484632005295913,27.291964838509767,8.886142036469263,11.297107398045666,4.436411342357112,18.353414969873082,21.756815433339728,13.690809325104766,6.5282135463669295,0.5559576093299681,8.62157683725208,28.919500371053818,senior
17,perryrichard,,F,rmoody@gmail.com,26.035762524277562,2.224821064787278,13.086214797942311,28.94586761937901,9.096271964415575,30.10201413622501,29.51614297893174,1.2637146655245173,23.222121784609055,1.8993122949657084,18.01994190065604,,17.281445937353098,18.18070276655649,5.23143527908805,26.5608993310045,19.01765189839471,21.30931067944455,17.548139163046677,23.08004975591743,15.522978278579833,26.402476965957455,23.848256998584517,1.6015551853160137,24.294028187262494,15.69775155309517,7.348676027570633,7.211215112780189,5.872657873228581,24.49322686660703,9.966727004051775,22.961563892056773,3.753249145974291,19.092917122058495,20.057168779108242,25.253985577988118,18.192670040378037,3.8725135738034093,9.192141968646881,26.181168227420752,senior
19,williamsamanda,,F,jose77@hotmail.com,22.033026711486503,6.373256994447856,16.89736076385524,25.521694177681976,9.152353797592845,28.63390289857627,16.4258987439647,0.30324064495410047,21.49645386390292,6.047748224626286,21.002714505521848,15.771605629906157,18.340634518424782,18.7218570001787,0.8775337937246275,10.61643293011749,15.593478456697678,25.746368310926137,17.731423873061566,25.731389905531035,10.786030739557821,27.084101883792393,16.49214811346875,-0.50045483548997,,17.08516385935104,6.2781141459711325,10.38211080336009,6.374661886261322,28.930284498088618,8.896165122452274,23.14484860207166,3.3519505589122716,20.091282389653827,24.88439769601749,16.664026532066707,18.375954750392925,-0.8215213760490823,8.895681084963307,13.090923992453712,senior
20,,Janet Scott,F,layala@gmail.com,23.337107516541113,,12.749222559441428,26.03533796624867,9.52209558107269,27.02589517647542,20.694765002004928,3.0911399639560497,20.384079883948708,2.7296779797325312,21.197070370421923,14.085515208934673,18.309892758891568,18.90442627806909,3.8767328939564627,10.257951374098248,16.10712224526437,24.884698078740605,15.784175557236441,28.35592093705732,10.637026081453882,23.73307649888489,16.705578158553422,2.6488327824850946,23.479506290358955,11.469750698631604,9.065850034055764,8.734402995052957,5.593942515472887,28.068614265903086,11.683901010536905,21.197600286246537,2.78130582762666,19.06150970359509,25.142681484524083,18.616753767020626,16.4287064345678,-1.895832154334121,9.219102750249439,17.35979025049394,senior
21,nicole74,,M,wellsmelissa@hotmail.com,23.06629418292701,3.4423051290757845,10.94230719046388,29.708912235384577,3.416643779689929,31.74535967978691,35.23656144906524,1.7208087669169443,20.763701196926608,3.1167963592542147,17.890202110371213,14.187363311942214,21.159994842105498,21.231658036215613,3.863384632369524,14.121582330413752,19.78069651440028,20.468850660277916,10.15709741819822,31.281625314273967,12.645300332127892,,21.885882876206583,1.364883061039898,17.757905510834092,9.634685724649085,8.598893767640286,18.608510920270522,4.759530672684823,23.652766847440397,11.216944744121427,15.570522147208315,3.4212753083936427,18.82215525361894,25.37307217003377,10.791025631988774,10.801628295529579,1.0512985997096624,8.480531873869937,31.901586697554258,teenager
22,kevingates,Paul Richardson,M,qcochran@hotmail.com,23.553486744545662,4.82850455053582,14.745175837979561,22.482499672103597,9.230671404307763,25.348567504234566,29.180399548758178,1.1147628565331549,21.540112911346366,4.502995780714251,20.93958365120376,14.163611128951223,16.719391786055787,22.409201786178095,7.179893279882535,16.767999218828894,12.554283951119299,23.809081307710986,23.436582740550122,27.812310889464577,14.34923382852766,25.71802333384875,22.93668543635567,3.777795585626752,23.950123161163052,7.589626840771751,,12.427208563044664,4.859621470900979,26.992997494873467,9.868155500599174,28.850007469560218,5.770829559284699,20.8911279154876,23.29147146926907,14.75940256984887,24.08111361788148,-2.6455555610262373,7.881505966575369,25.84542479724719,adult
23,hamptonmichael,,M,cynthia83@yahoo.com,24.4617930245307,1.2334486339640116,16.172418945803734,27.287594742254846,8.256959698304964,28.42970412105234,28.143201510430828,0.7765179203130607,21.786838429973773,0.9079398641424419,19.389151727335882,14.407505333006018,19.245317769148098,20.505285168308806,3.2248195658168344,17.40089382129961,17.35937902127055,22.421439137790053,20.390557844696065,25.772552297042754,8.929128807101193,26.78745299030502,20.104576803015796,-0.7401233576914801,21.375102645658064,,8.993413371555231,10.61795110838684,6.568430038889852,25.605355324952534,11.611464348036371,25.80398257370616,,19.82893329035027,18.96580766261657,11.64321483778968,21.035088722027425,-2.601029189337768,9.443240561481325,24.80822675891984,senior
24,sgrimes,Caleb Watkins,M,trivera@yahoo.com,25.960935775741664,,16.26759718551084,24.740473041399504,9.293944614200527,32.64460423807743,20.769498198165394,0.2947086790070713,21.87168472986727,5.050092860512359,20.925831720923856,14.03100185741546,26.587506825732667,16.511877356247858,,26.833051199168228,14.812257320415206,21.31837441266833,11.395719866513403,23.54120146639143,11.187469250206634,26.46097428591086,22.823729767917026,-3.0334662435700355,25.74947425452141,17.08736469903507,0.8957556061957632,,4.797073357445294,24.50229059983081,3.5138065826769047,16.8091445955235,3.569348480123611,19.283625395271258,22.117202696736378,8.489835928094323,12.040250743844762,1.7054607995523394,7.199192540037072,17.434523446654406,adult
25,christophermanning,Julia Obrien,F,afleming@gmail.com,24.22459133442674,,,24.4423381233021,4.241468271982095,31.892276148829637,25.902126225237836,-0.32857471585937503,22.170399699498823,2.784761417822012,19.859821375955125,15.894171949263413,22.86287953050976,14.185597092977789,3.7509838761443888,20.796689092802747,14.514122402317804,25.243917229666213,9.684572245097339,24.374377308046554,10.877373462302307,26.619284118409787,23.17811888703607,-0.40665046671288696,25.68204200508631,12.083733589156825,4.480526576239611,12.103630591750447,6.795521460958129,28.427833416828694,7.098577552720752,15.097996974107435,3.4046467674921974,20.005002956634893,21.25267126965526,11.118347431081968,10.329103122428698,3.711054905000001,9.42957837877013,22.567151473726845,adult
26,andrew72,Randy Hardin,M,,27.824779412880087,2.977350215689336,10.556397453206912,30.043257989446477,3.089894064232192,,24.46210562460613,1.7737494487368977,23.21577217860492,2.651841445867767,20.092151077753716,15.71424312836365,21.360938402415297,18.277612390980327,5.730939098621883,,20.11504226846218,26.2386540067981,11.346742564782826,22.944728525390126,19.049641834918955,25.55559544911326,27.219932568766424,1.8825998688437129,25.980092940600727,10.951422314211186,9.317480832184213,15.330273193151045,5.58126024583941,29.42257019396058,11.935531808665356,16.76016729379292,4.019291665682614,18.254653753224126,24.172728569290445,15.550206596080361,11.991273442114185,,7.442369538884645,21.127130873095144,child
27,smurray,Brandon Riggs,M,juliajohnson@gmail.com,27.31049936128251,3.225225243962629,9.908019536298298,25.632989002239846,8.332396035515082,32.13744797492913,22.91057632009941,2.082760630375471,22.874721160821018,2.8997164741410595,17.96623969421564,15.150955533455695,20.0276328296147,19.614933445963292,-0.5081691436671014,23.91700036906925,15.704773281255548,26.708279478849146,12.791336203099013,25.65772294892341,12.525187756623751,26.43571041743103,16.923879310698872,-1.8495444457971928,24.66795168715904,15.289505377284273,6.8702391169899775,12.238941430111543,6.562995801990283,29.892195666011627,9.488290093471118,18.20476093210911,3.3029633277759447,19.496701784611805,24.068313481690826,16.06938788574458,13.435867080430372,2.405851207055603,,19.57560156858842,senior
28,fergusontiffany,Charles Jackson,M,conniephelps@gmail.com,27.42229289424395,-2.0663752508498727,11.986488629409385,23.806067821072208,5.577191227605496,31.592647435139664,20.301954443831715,-0.1360766457105559,21.106503969184107,-2.3918840206714425,21.369708071592008,15.402771446084678,18.128636970775062,17.64630983880477,3.3403283259718437,23.310171743288915,13.87785210008791,25.821946422113843,15.406864499880117,28.808072981863937,12.983503225097172,25.477961493843388,26.067063566810877,-1.357578339659947,22.56266579780211,14.027193188699586,8.851004227234228,14.90341475190637,6.9880126833283365,29.005862609276324,11.469055203715369,20.820289228890214,3.1629770025273376,18.369266598873995,23.72267120216296,,16.051395377211477,2.5743000803025353,9.190889928136894,16.966979692320727,adult
29,nelsontyrone,,F,potterkristen@yahoo.com,25.685013658799303,2.353468197900679,14.186165915772307,26.280121332084548,10.0395413017639,32.6274796791418,14.689304202878544,-0.0004771884908427726,21.348952103125246,2.027959428079109,19.336545796166288,15.814247628447953,19.28916603229582,22.776570632187603,7.196438952968448,21.790647932724852,,21.933581385060172,13.87875790274759,30.079070033785747,11.031238577805771,26.28066454659323,19.603801108634382,3.5426950766170324,25.92128341156922,16.015839967424682,5.1463987473848825,11.74884276059912,6.763994170280338,25.117497572222653,7.764449723866024,19.292182631757687,2.9564968016789304,18.767807427610226,28.33905344451847,17.58341211499735,14.52328878007895,-1.4893912523985642,8.980300116256043,11.354329451367557,child
30,lindsey24,Amanda Miller,F,jason63@yahoo.com,25.495774428280743,2.566546392657633,10.300675845731199,26.901324864200465,4.499389208404381,27.344647249355997,30.45322564329823,-0.055863798132783304,21.903401081190765,2.241037622836063,18.735029996291868,16.48123526821424,20.117375210800258,22.008986080589608,7.582849110440093,20.759162257617174,16.973109143216167,24.370063458436835,21.976495846081914,26.22950563641882,16.239970210960777,27.791066959455797,25.57991154634847,-1.4705902579120353,19.68862491916137,13.16243295189254,5.360430787522411,14.812460685853718,,27.553979645599316,7.978481764003552,27.38992057509201,3.503121405375865,19.25024745308185,18.70935835552028,5.264736081596137,22.621026723413273,,8.036424965673723,27.11825089178724,child
31,,,M,ugray@gmail.com,24.371986305343643,-2.050848209208642,13.178001808631823,23.16153505500505,10.107145139807631,27.614695953870143,28.196923237841162,0.980422159898251,22.960771991430967,-2.376356979030212,20.653949582632826,15.157249705775346,20.809466354677003,17.181929739090812,1.7007627475098444,15.387266562355018,13.233319334020752,21.82238240682188,11.176772537157959,25.27608187599962,11.162088112731874,25.360312474735363,17.843029596541548,-1.9720116478737322,21.213273059846365,10.449312576599217,8.891535216585963,12.777583713801317,5.668193243316573,25.00629859398436,11.509586193067104,,2.557302411810769,19.31256466134163,21.649147120668612,20.990639943178962,11.821303414489318,-1.0638179949433373,7.850066776787337,24.861948486330174,teenager
32,,Joshua Blair,M,stephanie27@gmail.com,23.701329159615792,0.9990900065342347,14.954743419805293,31.529676083914453,6.963571991759871,27.102842006822847,35.26562184983434,,21.43889906357714,0.673581236712665,20.36962014616897,17.064179279907002,,20.162194339072705,5.022160127643911,20.497301862630913,21.601460362930155,22.383052624978546,14.632280045414,25.153922674427033,10.716997619306536,26.679216381739774,26.40248178983993,3.777871310556717,18.42188254009707,12.250414047958335,7.063792533521754,,5.37732199924355,25.566968812141027,,20.045704774424095,2.8358294384143368,20.65505759261815,18.26381460495386,19.46074695787626,15.276810922745359,-1.9556496106112369,9.950005727764454,31.930647098323348,teenager
33,wareashley,,M,alexa35@yahoo.com,22.172595609525757,-1.2171657212513893,13.365312094827932,27.332453977559673,,,18.266351053267446,0.012090093728361007,23.235925006245978,-1.542674491072959,20.14537196331752,15.575662871083415,22.490414470240975,16.911627455702977,4.7926579591924785,12.414444372253229,17.404238256575375,25.747283403644715,4.274594272719989,28.062527841089835,9.120952174992183,26.83125922451279,22.48975103625671,-0.6582955228980678,,14.129172006195086,6.319864312465324,13.95808748543157,5.217804903681893,28.931199590807196,8.937915288946465,9.688019001730085,4.560878278745441,19.501707759978476,24.77943240915835,22.234586491491775,4.919125150051348,5.461348897810081,8.165364063714481,14.931376301756458,teenager
34,candace24,Colleen Willis,,qschmidt@gmail.com,,-2.4431992174605486,14.823907467083114,24.989266519510085,8.646436831919917,32.72209203513038,19.97568638763575,-0.011145631838785919,22.026705580040534,-2.7687079872821183,19.142539285609182,14.238146683069399,17.499524919051762,14.701607259195994,3.318392456297243,22.876809646953454,15.06105079852579,25.193707336083044,4.712242563536579,23.834092115925337,6.042700296136239,26.322232761977666,24.77183611408084,3.9160124779578322,23.23731176423156,15.441013572526987,7.579559280921514,16.804927787767323,6.2073060895929535,28.377623523245525,10.197610257402657,10.125667292546675,3.585905141176796,19.873822431587108,22.60559285650905,27.71514589411595,5.356773440867938,-0.9853927160950398,8.316243979606114,16.640711636124763,teenager
35,,,M,,22.32585514333377,4.699485397954743,17.84435483919067,25.84715034028176,0.4127008437707156,34.281985871851894,17.714529951842795,0.8825319160632078,22.847203800633505,4.373976628133174,20.60013952621873,15.558374671336427,15.37301159756445,16.078596193920703,3.6326122211381664,8.986288820828637,15.918934619297465,23.96256308526734,25.42316973355907,25.749640958029637,7.4785118524396115,25.519887916988548,23.58729049438793,-2.853183671867431,25.453769125899765,13.549746841391432,8.752189744399502,7.650650534801397,6.918787588119912,27.146479272429822,11.370240720880643,30.836594462569167,3.4796244222315966,17.939256676545387,23.41424136173009,8.114506388370888,26.067700610890434,0.7492419415749241,8.852592718093302,14.379555200331808,adult
36,megan79,Andrea Mendez,F,,29.92098722896453,1.0050992499044509,13.501612099276048,22.273809105513145,8.57985255252719,28.686088677554334,,-0.05530825594655908,24.495295772350914,0.6795904800828811,19.661872868525165,16.861525986132733,22.294506785811627,21.99480056899134,4.988860727873978,33.41954027025841,12.345593384528847,23.398736163942367,14.780216552928335,28.216340523075797,14.267219768308305,25.65168340549996,20.816748176321692,2.143150839571185,25.46349188933727,13.604513554241866,7.041238386531626,14.533334670798606,5.992693815520301,26.582652351104848,9.659289363012768,20.193641281938433,4.8436584805075755,20.906693428547218,18.73202798329542,9.568704032836546,15.424747430259695,-4.197227866078772,9.399501224480275,17.77277343074937,teenager
37,,Samuel Davis,M,,28.396762449117524,4.234736489388972,,25.455032526539103,7.118806080840242,28.784275065425952,28.058875782861964,1.2962828997583127,19.608078185768175,3.9092277195674026,19.441872449773783,14.932927819840206,18.56835608394191,20.99532235618564,3.988077680468277,18.65264244690732,15.526816805554805,22.19412555624166,25.56108243886969,27.127819583782383,11.199725686627328,26.248435167517542,22.282182765439924,-2.067733502432668,19.77717107945785,12.181744255704592,3.744730705503362,8.016919326304357,6.088875670275687,25.37804174340414,6.362781681984504,30.974507167879786,2.7174156133391283,18.95365515854289,23.76477719529736,9.866706840037633,26.205613316201052,,9.480120701277135,24.723901031350977,adult
38,kmiller,Chelsea Sullivan,F,qhernandez@hotmail.com,28.978281712229194,5.058090688905313,14.96493021032358,25.9312142807318,10.659183822901925,29.447409739124407,25.378514202437724,2.1052457258790533,22.644149789752213,4.732581919083744,19.998113639267558,15.397914380499607,11.292972818655532,24.11575922374565,6.957479079874503,26.10398141173606,16.002998559747503,26.840593957693226,35.02052912131323,19.564004640110916,15.447803416020298,26.33311985087385,20.302232515264606,0.05352398779668044,25.67823876653557,15.247544042765023,11.348336199571197,8.460086048249654,7.246752439037609,30.024510144855707,13.966387176052338,40.433953850323334,4.20647134777139,18.404846450236853,16.96928398921309,25.41797269131482,35.665059998644594,0.5700096628719534,7.911760870913735,22.043539450926737,senior
39,laura61,Anna Smith,F,,26.714516858817593,1.1461551831483594,11.786811879191692,24.64117980661827,10.560994652875431,23.18210259266841,31.131031516300656,0.8316625710549574,20.27541063640946,0.8206464133267897,20.23487194913382,14.460616955600639,20.088168328831404,21.77873687866039,5.589402947430374,9.4858868201412,14.712964085633969,18.090405525364186,18.7029571225288,26.38762339320697,14.647070461448017,26.240843625794373,19.333609352505757,,19.748200039582315,14.011156942892969,6.860887512692232,10.049759238453728,7.68620448964842,21.274321712526667,9.478938489173373,,2.704478980396476,21.018741193891405,24.510726354308403,24.821119577710565,19.34748799986016,,6.848006627112979,27.796056764789668,teenager
40,,Nicholas Johnson,M,,27.84026216567708,5.443022484529402,11.776564264566506,27.949464556089584,3.716141299882683,31.950089378203124,26.371373727653207,-1.0314511313980739,22.198065956557354,5.117513714707833,20.83747995853425,15.408642370122207,19.572051286710263,20.935792793701296,7.537529495533437,22.254344496603217,18.021248835105286,19.417705410725233,18.922183800379532,26.829636129750032,14.982860686031966,27.80865956894795,23.769500764919766,,22.18060732362485,12.579992070021536,6.052637320271431,10.456616202351851,6.40833109715222,,8.670688296752573,24.335608529389628,2.070428975136182,18.29263180154286,25.124849634997826,5.891645878929607,19.56671467771089,-7.765701423898592,9.422575641075442,23.036398976142216,teenager
41,victoriascott,Veronica Burke,F,hcannon@hotmail.com,,,18.039927394804906,24.40755928848679,5.982049172320368,27.089277939285523,19.851289129039408,0.4057444601162151,20.65371310963771,0.3158492792944392,,,19.057623865916344,18.748183516903914,4.797173752380974,11.682480652666104,14.479343567502493,23.98606970697309,18.44576694463629,29.126328052222455,13.869135139763255,26.25163387177435,26.45658431158276,1.0294447121813104,16.554578254820207,17.57779642972012,6.215864770466755,16.612027065576772,5.443964055706467,27.16998589413557,,23.859191673646386,1.44080064413855,18.654937033193374,25.823491965165548,27.216973580682698,19.090297821967653,0.27098260043069444,7.300899904331462,16.516314377528417,adult
42,steve78,David Phillips,M,vincentweaver@gmail.com,25.11082468287763,-0.6040103140490403,12.74162121917491,21.463752962163223,6.033663062373252,32.752725968704894,32.331240564577115,-0.7739421780980484,23.487524419464858,-0.92951908387061,20.62376809979462,15.231297009940851,16.36469299625535,16.720934726761918,5.288296027631644,,11.535537241178925,24.464901202028223,17.15485976330232,23.312250499283348,11.94346342738863,26.55148494546262,24.49556761954151,-1.3600674416309317,24.21131318044912,11.590678208909274,6.010320176646583,14.396514954995734,4.6003628589433205,27.648817389190704,8.628371153127723,22.568284492312415,2.2140012960041693,19.327235128064828,,20.359286790347255,17.79939064063368,3.8336083637908978,8.570048279587224,28.996265813066124,adult
43,fordemily,,,,27.88282584436338,-1.9709598463539968,13.327599133467167,25.86835882474538,10.151585475473883,26.181646141568038,27.944782846362124,1.397156443178641,22.585512832679875,-2.2964686161755665,,16.492739268895452,16.079346320218804,20.994507768294937,6.00440256557844,20.113243601688247,15.94014310376108,21.281825283532157,11.482508982281626,23.51750137336813,10.003144442537948,23.75386597370854,23.493348667571556,-1.9860514219433845,25.004151004393826,13.29634361789359,6.867014250658137,14.614143234848674,6.415811834472189,24.46574147069464,9.485065227139279,16.895933711291722,4.790342670733451,18.594051316271994,23.08873043505649,29.325791510946033,12.127039859612985,4.705749280752809,9.649157626632213,24.609808094851136,teenager
